,favour,against,sentements,data,isPolitical,user,language,sentiments,Hindi,Political,Tag
3819,"[""BJP""]",[],[],"माँ का प्यार, बाप की मार और भाजपा की सरकार..!
तीनों की कीमत उनके चले जाने के बाद मालूम चलती है..!!
याद रखना
इसलिए
एक बार फिर से
#Namo_Again_2019",True,aditya,Hindi,Others,माँ का प्यार बाप की मार और भाजपा की सरकार तीनों की कीमत उनके चले जाने के बाद मालूम चलती है याद रखनाइसलिएएक बार फिर से Namo_Again_2019,1,1
3820,[],[],"[""Spam""]",Bahar hi raho,False,aditya,Hindi,Spam,Bahar hi raho,0,3
3821,[],"[""INC""]","[""Offensive""]","पप्पू बहुत गांड फट्टू है जो कैमरे की लाइट से डर गया
और पप्पू बोलता है मैं किसी से नही डरता",True,aditya,Hindi,Offensive,पप्पू बहुत गांड फट्टू है जो कैमरे की लाइट से डर गयाऔर पप्पू बोलता है मैं किसी से नही डरता,1,0
3822,[],[],"[""Others""]","
*ये देखो असलियत सामने आ गई,,गले में क्रॉस डल गया,,गजब नौटंकी कर लेते है ये लोग,,कभी जाली टोपी,,,कभी मंगल सूत्र ओढ़नी,,कभी पूजा वाह*

",False,aditya,Hindi,Others,ये देखो असलियत सामने गई गले में क्रॉस डल गया गजब नौटंकी कर लेते है ये लोग कभी जाली टोपी कभी मंगल सूत्र ओढ़नी कभी पूजा वाह,0,1
3823,"[""BJP""]",[],[],"मोदी आ गया तो कोई नहीं बचेगा। इसलिए लुटेरे एक हो रहे हैं।
लेकिन लुटेरे आ गए तो देश नहीं बचेगा इसलिए तुम भी एक हो जाओ।

#नमो अगेन",True,aditya,Hindi,Others,मोदी गया तो कोई नहीं बचेगा इसलिए लुटेरे एक हो रहे हैंलेकिन लुटेरे गए तो देश नहीं बचेगा इसलिए तुम भी एक हो जाओ नमो अगेन,1,1
3824,"[""BJP""]",[],[],"Bjp  का संकल्पपत्र में यह बात बहुत अच्छी लगी की किसी को भी कुछ भी फ्री में नहीं मिलेगा सभी को सक्षम बनाया जाएगा
NAMO AGAIN",True,aditya,Hindi,Others,Bjp का संकल्पपत्र में यह बात बहुत अच्छी लगी की किसी को भी कुछ भी फ्री में नहीं मिलेगा सभी को सक्षम बनाया जाएगाNAMO AGAIN,1,1
3825,[],[],"[""Others""]",yea log publicity chah rahe hai taki surkhiyon main bane rahe,False,aditya,Hindi,Others,yea log publicity chah rahe hai taki surkhiyon main bane rahe,0,1
3826,[],[],"[""Spam""]","*अपने क़दमों के निशान मेरे रास्ते से हटा दो,*

*कहीं ये ना हो कि मैं चलते चलते तेरे पास आ जाऊं।*",False,aditya,Hindi,Spam,अपने क़दमों के निशान मेरे रास्ते से हटा दो कहीं ये ना हो कि मैं चलते चलते तेरे पास जाऊं,0,3
3827,[],[],"[""Spam""]",इतने मैसजो को मैसेज इस्ट्रआइक बोलते है,False,aditya,Hindi,Spam,इतने मैसजो को मैसेज इस्ट्रआइक बोलते है,0,3
3828,[],"[""INC""]",[],"न्यूजीलैंड के अखबार ने लिखा है राजीव गांधी की पुत्री ने फेमिली फर्म ज्योइन की ! 
अपने देश से बेहतर है विदेशी मीडिया !",True,aditya,Hindi,Others,न्यूजीलैंड के अखबार ने लिखा है राजीव गांधी की पुत्री ने फेमिली फर्म ज्योइन की अपने देश से बेहतर है विदेशी मीडिया,1,1
3829,[],"[""INC""]",[],"राम मंदिर भले ही देर से बने कोई बात नहीं 
लेकिन देश की बागडोर चोर लुटेरे घोटाले बाजों और चमचों के हाथ में नहीं जानी चाहिए",True,aditya,Hindi,Others,राम मंदिर भले ही देर से बने कोई बात नहीं लेकिन देश की बागडोर चोर लुटेरे घोटाले बाजों और चमचों के हाथ में नहीं जानी चाहिए,1,1
